Orig \ Dest,AL_BIR,AL_DEC,AL_MOB,AL_MON,AR_FAY,AR_LIT,AZ_FLA,AZ_PHO,AZ_TUC,CA_FRS,CA_LAX,CA_ONT,CA_SDI,CA_SFR,CA_STK,CO_DEN,CO_GRA,CT_HAR,FL_JAX,FL_LAK,FL_MIA,FL_TAL,GA_ATL,GA_MAC,GA_SAV,GA_TIF,IA_CED,IA_DES,IA_DUB,ID_TWI,IL_BLO,IL_CHI,IL_JOL,IL_QUI,IL_RFD,IL_ROC,IL_TAY,IN_EVA,IN_FTW,IN_GRY,IN_IND,IN_SBD,IN_TER,KS_HUT,KY_BOW,KY_LEX,KY_LOU,LA_NEW,LA_SHR,MA_BOS,MA_SPR,MD_BAL,ME_AUG,MI_DET,MI_RAP,MI_SAG,MN_DUL,MN_MIN,MN_STC,MO_GIR,MO_JEF,MO_JOP,MO_KAN,MO_STL,MS_JAC,MT_BIL,MT_MIS,NC_CHA,NC_GRE,NC_RAL,NC_WIL,ND_BIS,ND_FAR,NE_NPL,NE_OMA,NH_BRI,NJ_ELI,NM_ALB,NV_REN,NV_VEG,NY_ALB,NY_BRN,NY_BUF,NY_ELM,NY_ROC,NY_SYR,OH_CIN,OH_CLE,OH_COL,OH_TOL,OK_OKC,OK_TUL,ON_TOR,OR_MED,OR_PEN,OR_POR,PA_ALL,PA_ERI,PA_HAR,PA_PHI,PA_PIT,QC_MON,SC_CHA,SC_COL,SC_GRE,SD_RAP,SD_SXF,TN_CHA,TN_KNO,TN_MEM,TN_NAS,TX_AMA,TX_ANT,TX_AUS,TX_DAL,TX_ELP,TX_FTW,TX_HOU,TX_LAR,TX_LUB,TX_MCA,TX_TEX,UT_SLC,VA_ALE,VA_NOR,VA_RCH,VA_ROA,VA_WIN,WA_SEA,WA_SPO,WI_EAU,WI_GRE,WI_MAD,WI_MIL,WV_CHA,WV_HUN,WY_GRE
AL_BIR,287.0,139.0,228.0,72.0,32.0,89.0,21.0,23.0,11.0,30.0,18.0,57.0,8.0,21.0,22.0,31.0,24.0,25.0,127.0,303.0,129.0,128.0,219.0,133.0,139.0,157.0,17.0,56.0,53.0,12.0,31.0,101.0,96.0,8.0,51.0,70.0,16.0,23.0,45.0,69.0,87.0,99.0,28.0,22.0,128.0,89.0,66.0,155.0,122.0,71.0,10.0,30.0,8.0,43.0,30.0,17.0,9.0,25.0,18.0,20.0,22.0,29.0,33.0,49.0,128.0,27.0,8.0,210.0,76.0,93.0,75.0,8.0,25.0,7.0,14.0,8.0,24.0,7.0,9.0,10.0,13.0,9.0,13.0,9.0,11.0,14.0,75.0,67.0,76.0,30.0,25.0,35.0,8.0,8.0,28.0,10.0,71.0,19.0,51.0,38.0,56.0,21.0,104.0,195.0,185.0,130.0,9.0,192.0,168.0,155.0,316.0,12.0,78.0,85.0,227.0,43.0,177.0,220.0,26.0,55.0,46.0,69.0,22.0,17.0,41.0,80.0,64.0,25.0,11.0,12.0,16.0,11.0,60.0,14.0,11.0,20.0,22.0
AL_DEC,124.0,106.0,53.0,47.0,18.0,30.0,7.0,13.0,15.0,8.0,9.0,13.0,25.0,10.0,8.0,22.0,21.0,14.0,34.0,90.0,47.0,11.0,168.0,35.0,42.0,50.0,29.0,37.0,29.0,9.0,9.0,23.0,17.0,12.0,19.0,28.0,19.0,26.0,13.0,23.0,56.0,33.0,27.0,25.0,157.0,52.0,55.0,80.0,52.0,56.0,13.0,11.0,10.0,8.0,10.0,37.0,10.0,12.0,16.0,22.0,18.0,13.0,9.0,31.0,23.0,9.0,9.0,71.0,21.0,19.0,27.0,12.0,7.0,8.0,8.0,102.0,14.0,8.0,18.0,14.0,13.0,11.0,17.0,9.0,17.0,8.0,52.0,25.0,35.0,17.0,11.0,18.0,8.0,24.0,24.0,24.0,47.0,11.0,22.0,19.0,26.0,13.0,28.0,69.0,54.0,159.0,8.0,54.0,44.0,51.0,143.0,21.0,43.0,42.0,77.0,18.0,69.0,78.0,19.0,12.0,9.0,39.0,23.0,16.0,9.0,44.0,18.0,13.0,16.0,8.0,29.0,19.0,14.0,14.0,41.0,40.0,22.0
AL_MOB,184.0,151.0,84.0,166.0,9.0,18.0,13.0,17.0,16.0,10.0,38.0,38.0,38.0,11.0,11.0,11.0,41.0,19.0,76.0,101.0,43.0,39.0,258.0,11.0,79.0,108.0,7.0,9.0,8.0,14.0,11.0,78.0,60.0,137.0,51.0,11.0,14.0,18.0,14.0,34.0,22.0,35.0,8.0,13.0,184.0,30.0,26.0,87.0,37.0,11.0,22.0,26.0,28.0,37.0,10.0,8.0,39.0,17.0,11.0,14.0,80.0,12.0,73.0,7.0,160.0,14.0,14.0,51.0,35.0,27.0,17.0,39.0,39.0,112.0,69.0,28.0,9.0,41.0,11.0,10.0,100.0,8.0,100.0,100.0,100.0,100.0,33.0,28.0,19.0,17.0,16.0,14.0,7.0,23.0,13.0,9.0,18.0,100.0,15.0,11.0,10.0,12.0,67.0,25.0,47.0,39.0,39.0,22.0,28.0,98.0,172.0,21.0,33.0,13.0,92.0,19.0,102.0,203.0,19.0,69.0,27.0,26.0,41.0,9.0,19.0,13.0,9.0,12.0,23.0,13.0,20.0,12.0,12.0,14.0,16.0,80.0,14.0
AL_MON,20.0,24.0,77.0,10.0,22.0,136.0,18.0,21.0,21.0,9.0,22.0,25.0,25.0,79.0,79.0,24.0,69.0,13.0,46.0,157.0,18.0,23.0,200.0,219.0,42.0,77.0,22.0,40.0,21.0,17.0,29.0,22.0,18.0,13.0,9.0,12.0,11.0,50.0,11.0,9.0,16.0,13.0,17.0,9.0,29.0,11.0,18.0,17.0,17.0,17.0,13.0,34.0,41.0,7.0,12.0,28.0,78.0,17.0,25.0,61.0,11.0,8.0,8.0,35.0,29.0,17.0,17.0,40.0,11.0,21.0,23.0,8.0,20.0,158.0,80.0,41.0,21.0,10.0,17.0,17.0,12.0,9.0,13.0,10.0,13.0,14.0,19.0,8.0,13.0,8.0,31.0,36.0,13.0,17.0,17.0,17.0,14.0,12.0,13.0,12.0,14.0,14.0,18.0,26.0,36.0,78.0,78.0,11.0,27.0,37.0,46.0,16.0,12.0,8.0,31.0,40.0,34.0,31.0,8.0,46.0,110.0,9.0,7.0,23.0,12.0,8.0,10.0,10.0,11.0,17.0,8.0,17.0,28.0,33.0,10.0,8.0,7.0
AR_FAY,42.0,13.0,9.0,8.0,37.0,41.0,19.0,18.0,10.0,8.0,8.0,8.0,8.0,9.0,9.0,35.0,12.0,8.0,9.0,28.0,32.0,14.0,36.0,7.0,16.0,9.0,13.0,11.0,14.0,8.0,39.0,17.0,13.0,11.0,42.0,12.0,44.0,17.0,17.0,8.0,28.0,7.0,13.0,21.0,28.0,12.0,14.0,21.0,12.0,11.0,12.0,15.0,17.0,17.0,10.0,15.0,7.0,10.0,8.0,12.0,45.0,104.0,26.0,36.0,15.0,36.0,36.0,21.0,78.0,82.0,8.0,58.0,10.0,9.0,10.0,17.0,9.0,9.0,13.0,36.0,8.0,60.0,60.0,60.0,60.0,8.0,9.0,10.0,24.0,11.0,75.0,42.0,8.0,33.0,11.0,8.0,60.0,18.0,60.0,10.0,22.0,8.0,8.0,22.0,18.0,17.0,10.0,9.0,18.0,31.0,28.0,13.0,97.0,42.0,59.0,15.0,52.0,83.0,100.0,23.0,15.0,24.0,11.0,10.0,8.0,9.0,46.0,8.0,7.0,8.0,9.0,11.0,45.0,8.0,46.0,46.0,10.0
AR_LIT,55.0,34.0,14.0,7.0,44.0,39.0,11.0,14.0,9.0,8.0,8.0,10.0,10.0,23.0,17.0,20.0,23.0,8.0,12.0,38.0,32.0,12.0,42.0,30.0,23.0,10.0,13.0,18.0,12.0,20.0,13.0,29.0,21.0,17.0,43.0,11.0,23.0,22.0,8.0,13.0,25.0,13.0,20.0,17.0,36.0,12.0,17.0,41.0,55.0,13.0,22.0,8.0,23.0,12.0,8.0,29.0,8.0,12.0,24.0,9.0,79.0,21.0,104.0,41.0,108.0,65.0,8.0,16.0,15.0,28.0,21.0,12.0,19.0,14.0,14.0,23.0,12.0,7.0,17.0,33.0,18.0,160.0,16.0,8.0,15.0,12.0,14.0,10.0,28.0,13.0,25.0,54.0,12.0,42.0,9.0,15.0,15.0,31.0,18.0,11.0,8.0,20.0,18.0,9.0,12.0,119.0,33.0,8.0,10.0,24.0,31.0,26.0,25.0,150.0,128.0,24.0,113.0,281.0,10.0,37.0,33.0,7.0,43.0,34.0,10.0,8.0,8.0,8.0,8.0,11.0,10.0,10.0,44.0,56.0,28.0,23.0,10.0
AZ_FLA,11.0,12.0,44.0,44.0,495.0,11.0,570.0,28.0,18.0,32.0,30.0,33.0,31.0,18.0,17.0,28.0,18.0,9.0,56.0,26.0,25.0,56.0,21.0,20.0,56.0,56.0,19.0,7.0,19.0,45.0,77.0,13.0,7.0,28.0,10.0,8.0,28.0,28.0,77.0,11.0,22.0,12.0,28.0,44.0,28.0,10.0,11.0,14.0,9.0,9.0,9.0,17.0,9.0,77.0,77.0,77.0,19.0,19.0,19.0,44.0,16.0,44.0,8.0,9.0,44.0,79.0,79.0,8.0,17.0,17.0,17.0,19.0,19.0,44.0,9.0,9.0,7.0,19.0,17.0,54.0,19.0,19.0,19.0,19.0,19.0,19.0,28.0,21.0,25.0,77.0,19.0,495.0,10.0,17.0,28.0,22.0,19.0,19.0,19.0,19.0,19.0,10.0,17.0,17.0,16.0,19.0,19.0,44.0,44.0,44.0,44.0,10.0,10.0,8.0,48.0,96.0,105.0,24.0,9.0,13.0,9.0,20.0,25.0,17.0,9.0,8.0,17.0,8.0,23.0,7.0,77.0,17.0,16.0,16.0,17.0,17.0,15.0
AZ_PHO,11.0,12.0,64.0,10.0,815.0,11.0,74.0,906.0,181.0,56.0,411.0,486.0,335.0,43.0,88.0,77.0,11.0,9.0,10.0,29.0,16.0,10.0,26.0,27.0,86.0,86.0,25.0,9.0,25.0,34.0,100.0,10.0,7.0,48.0,9.0,10.0,48.0,10.0,8.0,16.0,20.0,13.0,10.0,34.0,48.0,11.0,11.0,13.0,19.0,12.0,12.0,23.0,9.0,100.0,7.0,100.0,25.0,25.0,25.0,78.0,11.0,78.0,18.0,8.0,64.0,115.0,115.0,7.0,28.0,9.0,28.0,25.0,25.0,78.0,7.0,12.0,8.0,163.0,22.0,116.0,7.0,8.0,37.0,37.0,37.0,37.0,8.0,7.0,18.0,100.0,27.0,9.0,13.0,11.0,38.0,31.0,37.0,37.0,37.0,7.0,7.0,13.0,28.0,9.0,11.0,25.0,25.0,10.0,64.0,64.0,64.0,16.0,42.0,52.0,86.0,120.0,98.0,142.0,13.0,44.0,43.0,25.0,191.0,23.0,9.0,8.0,23.0,8.0,37.0,8.0,100.0,18.0,16.0,15.0,23.0,23.0,151.0
AZ_TUC,15.0,16.0,65.0,10.0,709.0,21.0,59.0,237.0,152.0,34.0,131.0,194.0,105.0,12.0,36.0,14.0,25.0,8.0,10.0,17.0,8.0,10.0,10.0,10.0,62.0,62.0,22.0,12.0,22.0,16.0,74.0,18.0,9.0,34.0,9.0,7.0,34.0,13.0,8.0,19.0,7.0,18.0,14.0,31.0,34.0,34.0,11.0,9.0,14.0,11.0,11.0,23.0,11.0,74.0,9.0,74.0,22.0,22.0,22.0,69.0,8.0,7.0,10.0,9.0,65.0,85.0,85.0,11.0,22.0,22.0,22.0,22.0,22.0,69.0,7.0,11.0,11.0,108.0,20.0,51.0,8.0,8.0,37.0,37.0,37.0,37.0,10.0,9.0,21.0,74.0,39.0,11.0,11.0,22.0,16.0,10.0,37.0,37.0,37.0,8.0,7.0,11.0,22.0,11.0,10.0,22.0,22.0,14.0,65.0,65.0,65.0,20.0,11.0,13.0,53.0,98.0,51.0,71.0,11.0,24.0,21.0,13.0,34.0,23.0,11.0,10.0,23.0,23.0,14.0,10.0,74.0,15.0,14.0,14.0,23.0,23.0,20.0
CA_FRS,10.0,8.0,10.0,10.0,459.0,8.0,16.0,202.0,85.0,48.0,270.0,290.0,140.0,291.0,81.0,39.0,32.0,9.0,14.0,19.0,12.0,14.0,10.0,12.0,9.0,8.0,27.0,28.0,28.0,40.0,17.0,26.0,18.0,41.0,15.0,22.0,41.0,41.0,13.0,22.0,8.0,10.0,8.0,12.0,8.0,41.0,41.0,15.0,11.0,14.0,11.0,32.0,14.0,8.0,9.0,168.0,48.0,48.0,48.0,60.0,9.0,8.0,17.0,60.0,8.0,20.0,10.0,20.0,9.0,22.0,21.0,48.0,48.0,19.0,15.0,14.0,10.0,9.0,69.0,166.0,64.0,64.0,7.0,64.0,7.0,64.0,10.0,8.0,23.0,11.0,18.0,13.0,14.0,15.0,13.0,99.0,13.0,64.0,8.0,16.0,64.0,18.0,73.0,21.0,20.0,48.0,48.0,10.0,8.0,8.0,8.0,18.0,12.0,14.0,86.0,19.0,94.0,42.0,18.0,44.0,20.0,459.0,91.0,43.0,13.0,18.0,8.0,47.0,50.0,27.0,168.0,168.0,19.0,13.0,110.0,110.0,13.0
CA_LAX,10.0,12.0,14.0,13.0,42.0,8.0,103.0,604.0,186.0,316.0,759.0,307.0,407.0,437.0,453.0,188.0,13.0,16.0,12.0,29.0,27.0,14.0,45.0,32.0,15.0,11.0,11.0,10.0,12.0,77.0,13.0,43.0,30.0,13.0,37.0,9.0,15.0,11.0,9.0,16.0,21.0,45.0,15.0,28.0,53.0,21.0,21.0,40.0,28.0,8.0,11.0,17.0,34.0,203.0,37.0,12.0,11.0,35.0,20.0,16.0,69.0,40.0,27.0,13.0,12.0,13.0,32.0,15.0,10.0,11.0,11.0,22.0,32.0,72.0,15.0,34.0,29.0,54.0,88.0,300.0,154.0,15.0,9.0,8.0,9.0,9.0,21.0,20.0,41.0,13.0,22.0,59.0,15.0,28.0,19.0,83.0,40.0,154.0,13.0,19.0,7.0,15.0,8.0,9.0,13.0,16.0,31.0,22.0,7.0,29.0,50.0,25.0,60.0,40.0,133.0,181.0,90.0,225.0,24.0,61.0,18.0,8.0,115.0,10.0,12.0,11.0,91.0,9.0,102.0,33.0,7.0,12.0,17.0,11.0,91.0,91.0,85.0
CA_ONT,7.0,7.0,7.0,17.0,32.0,11.0,38.0,380.0,164.0,207.0,478.0,469.0,297.0,331.0,378.0,91.0,8.0,9.0,23.0,35.0,24.0,23.0,47.0,44.0,9.0,11.0,8.0,8.0,9.0,21.0,11.0,27.0,20.0,13.0,25.0,12.0,10.0,11.0,8.0,12.0,22.0,32.0,17.0,8.0,16.0,27.0,24.0,13.0,7.0,11.0,7.0,9.0,34.0,16.0,27.0,8.0,17.0,14.0,7.0,20.0,13.0,29.0,16.0,7.0,14.0,13.0,10.0,9.0,8.0,10.0,16.0,11.0,16.0,8.0,13.0,34.0,9.0,21.0,71.0,164.0,154.0,8.0,9.0,8.0,9.0,9.0,8.0,12.0,12.0,16.0,12.0,15.0,15.0,20.0,27.0,60.0,9.0,154.0,14.0,10.0,11.0,15.0,8.0,14.0,8.0,19.0,9.0,30.0,17.0,7.0,9.0,8.0,30.0,26.0,117.0,142.0,90.0,136.0,11.0,28.0,9.0,9.0,107.0,8.0,10.0,11.0,91.0,34.0,77.0,49.0,10.0,8.0,11.0,12.0,91.0,91.0,40.0
CA_SDI,22.0,16.0,20.0,16.0,45.0,14.0,10.0,96.0,33.0,71.0,142.0,96.0,61.0,72.0,90.0,20.0,18.0,22.0,9.0,23.0,18.0,9.0,30.0,30.0,9.0,9.0,11.0,26.0,12.0,10.0,30.0,13.0,9.0,153.0,11.0,16.0,7.0,13.0,22.0,74.0,48.0,56.0,17.0,11.0,8.0,27.0,23.0,57.0,33.0,19.0,26.0,22.0,34.0,7.0,46.0,16.0,15.0,45.0,35.0,21.0,72.0,44.0,15.0,19.0,24.0,41.0,50.0,23.0,9.0,7.0,7.0,22.0,33.0,71.0,21.0,34.0,37.0,11.0,41.0,49.0,139.0,11.0,9.0,8.0,9.0,9.0,13.0,28.0,19.0,219.0,88.0,67.0,15.0,8.0,13.0,20.0,8.0,139.0,14.0,12.0,10.0,15.0,19.0,26.0,24.0,16.0,38.0,15.0,8.0,36.0,57.0,36.0,17.0,13.0,34.0,15.0,40.0,67.0,14.0,13.0,14.0,16.0,35.0,21.0,29.0,37.0,87.0,25.0,20.0,19.0,23.0,18.0,9.0,11.0,87.0,87.0,14.0
CA_SFR,45.0,45.0,8.0,45.0,250.0,250.0,42.0,100.0,106.0,121.0,131.0,76.0,65.0,187.0,297.0,12.0,11.0,14.0,13.0,14.0,8.0,13.0,12.0,9.0,50.0,50.0,8.0,13.0,11.0,10.0,117.0,31.0,24.0,23.0,30.0,10.0,23.0,23.0,14.0,28.0,15.0,13.0,23.0,9.0,23.0,23.0,23.0,18.0,250.0,10.0,13.0,7.0,14.0,117.0,10.0,117.0,27.0,8.0,27.0,49.0,20.0,49.0,19.0,49.0,45.0,26.0,21.0,8.0,8.0,25.0,21.0,27.0,27.0,49.0,16.0,14.0,16.0,24.0,62.0,17.0,48.0,48.0,48.0,48.0,48.0,48.0,11.0,21.0,15.0,21.0,11.0,9.0,9.0,20.0,14.0,43.0,10.0,48.0,13.0,20.0,48.0,18.0,45.0,45.0,18.0,27.0,27.0,45.0,45.0,10.0,8.0,10.0,19.0,51.0,14.0,8.0,17.0,33.0,13.0,9.0,12.0,250.0,19.0,10.0,20.0,18.0,18.0,7.0,43.0,10.0,8.0,117.0,16.0,20.0,18.0,18.0,17.0
CA_STK,44.0,44.0,8.0,44.0,248.0,248.0,8.0,174.0,41.0,159.0,219.0,166.0,135.0,371.0,243.0,45.0,38.0,14.0,8.0,21.0,11.0,8.0,12.0,9.0,47.0,47.0,8.0,7.0,11.0,35.0,115.0,22.0,16.0,22.0,8.0,10.0,22.0,22.0,10.0,23.0,9.0,9.0,22.0,9.0,22.0,22.0,22.0,10.0,248.0,10.0,13.0,7.0,14.0,115.0,7.0,115.0,27.0,8.0,27.0,49.0,12.0,49.0,17.0,49.0,44.0,7.0,13.0,17.0,8.0,23.0,18.0,27.0,27.0,49.0,7.0,14.0,10.0,8.0,99.0,63.0,48.0,48.0,48.0,48.0,48.0,48.0,8.0,10.0,15.0,14.0,16.0,9.0,13.0,55.0,21.0,115.0,7.0,48.0,10.0,16.0,48.0,18.0,45.0,45.0,16.0,27.0,27.0,44.0,44.0,9.0,8.0,10.0,25.0,20.0,55.0,15.0,59.0,34.0,9.0,10.0,9.0,248.0,89.0,9.0,19.0,18.0,18.0,7.0,89.0,31.0,8.0,115.0,8.0,15.0,18.0,18.0,20.0
CO_DEN,20.0,18.0,15.0,13.0,17.0,19.0,12.0,68.0,31.0,23.0,31.0,39.0,14.0,23.0,47.0,233.0,90.0,9.0,24.0,20.0,23.0,24.0,27.0,14.0,13.0,9.0,8.0,10.0,9.0,61.0,17.0,26.0,25.0,22.0,16.0,12.0,8.0,22.0,14.0,17.0,18.0,29.0,15.0,49.0,7.0,8.0,22.0,8.0,18.0,9.0,8.0,27.0,9.0,94.0,184.0,184.0,100.0,9.0,100.0,99.0,44.0,10.0,47.0,10.0,35.0,21.0,32.0,8.0,14.0,8.0,35.0,36.0,9.0,16.0,40.0,9.0,16.0,104.0,39.0,9.0,74.0,74.0,74.0,74.0,74.0,74.0,22.0,63.0,11.0,69.0,24.0,30.0,13.0,9.0,51.0,13.0,12.0,74.0,12.0,15.0,20.0,13.0,35.0,10.0,9.0,37.0,17.0,9.0,13.0,40.0,11.0,43.0,25.0,34.0,152.0,92.0,157.0,100.0,23.0,63.0,13.0,12.0,140.0,27.0,27.0,27.0,27.0,27.0,25.0,11.0,10.0,184.0,12.0,8.0,27.0,27.0,66.0
CO_GRA,13.0,12.0,83.0,83.0,327.0,327.0,15.0,9.0,139.0,60.0,59.0,57.0,39.0,44.0,42.0,54.0,38.0,17.0,17.0,8.0,9.0,17.0,21.0,9.0,7.0,17.0,29.0,29.0,29.0,19.0,100.0,48.0,46.0,66.0,24.0,100.0,14.0,66.0,11.0,32.0,11.0,10.0,66.0,19.0,18.0,12.0,13.0,327.0,13.0,12.0,12.0,42.0,17.0,16.0,12.0,100.0,29.0,11.0,8.0,19.0,9.0,9.0,7.0,12.0,83.0,8.0,32.0,30.0,11.0,12.0,9.0,7.0,29.0,8.0,19.0,17.0,13.0,7.0,36.0,39.0,52.0,52.0,52.0,52.0,52.0,52.0,66.0,8.0,42.0,17.0,15.0,15.0,21.0,14.0,23.0,25.0,52.0,52.0,9.0,26.0,8.0,21.0,54.0,14.0,36.0,29.0,29.0,14.0,29.0,10.0,25.0,327.0,8.0,32.0,53.0,36.0,42.0,27.0,21.0,33.0,21.0,28.0,41.0,22.0,13.0,23.0,15.0,82.0,44.0,44.0,100.0,100.0,100.0,100.0,14.0,82.0,7.0
CT_HAR,16.0,49.0,49.0,16.0,7.0,8.0,11.0,11.0,11.0,8.0,26.0,26.0,26.0,9.0,9.0,24.0,24.0,40.0,62.0,16.0,30.0,7.0,12.0,9.0,9.0,62.0,33.0,11.0,10.0,9.0,23.0,35.0,29.0,78.0,18.0,236.0,10.0,9.0,46.0,20.0,27.0,23.0,78.0,18.0,78.0,12.0,11.0,13.0,57.0,96.0,20.0,59.0,24.0,18.0,13.0,9.0,33.0,9.0,15.0,18.0,18.0,18.0,8.0,9.0,49.0,9.0,9.0,14.0,9.0,9.0,16.0,33.0,33.0,18.0,18.0,29.0,45.0,24.0,10.0,9.0,23.0,109.0,14.0,75.0,9.0,67.0,27.0,48.0,29.0,44.0,57.0,57.0,9.0,11.0,15.0,15.0,37.0,26.0,44.0,46.0,28.0,12.0,12.0,9.0,9.0,33.0,33.0,7.0,8.0,8.0,49.0,57.0,57.0,13.0,7.0,8.0,7.0,9.0,57.0,57.0,57.0,57.0,24.0,18.0,20.0,22.0,22.0,15.0,8.0,15.0,236.0,16.0,19.0,13.0,22.0,22.0,9.0
FL_JAX,29.0,17.0,151.0,25.0,10.0,16.0,10.0,15.0,16.0,11.0,21.0,21.0,21.0,8.0,8.0,10.0,39.0,15.0,419.0,477.0,346.0,58.0,212.0,11.0,162.0,46.0,23.0,23.0,23.0,29.0,7.0,10.0,10.0,88.0,7.0,120.0,88.0,8.0,8.0,8.0,11.0,13.0,10.0,8.0,26.0,21.0,16.0,18.0,16.0,14.0,17.0,11.0,10.0,10.0,120.0,120.0,23.0,10.0,23.0,9.0,19.0,11.0,10.0,10.0,25.0,13.0,13.0,104.0,36.0,114.0,82.0,23.0,23.0,38.0,9.0,11.0,20.0,9.0,11.0,29.0,11.0,8.0,16.0,14.0,16.0,18.0,12.0,10.0,9.0,12.0,17.0,12.0,13.0,16.0,16.0,10.0,8.0,159.0,36.0,11.0,8.0,13.0,165.0,74.0,83.0,23.0,23.0,24.0,176.0,16.0,27.0,19.0,12.0,7.0,58.0,9.0,61.0,48.0,10.0,13.0,10.0,12.0,39.0,10.0,24.0,19.0,8.0,25.0,11.0,16.0,120.0,8.0,7.0,11.0,20.0,122.0,29.0
FL_LAK,77.0,34.0,168.0,36.0,14.0,9.0,18.0,24.0,12.0,11.0,14.0,21.0,21.0,11.0,10.0,9.0,56.0,18.0,667.0,1861.0,1298.0,209.0,367.0,100.0,226.0,145.0,35.0,35.0,35.0,21.0,28.0,50.0,43.0,8.0,28.0,8.0,7.0,20.0,27.0,14.0,26.0,30.0,21.0,64.0,88.0,44.0,34.0,95.0,15.0,44.0,53.0,51.0,11.0,18.0,20.0,9.0,35.0,17.0,8.0,28.0,16.0,14.0,10.0,18.0,48.0,21.0,21.0,118.0,42.0,100.0,76.0,35.0,35.0,64.0,8.0,14.0,31.0,56.0,21.0,8.0,10.0,17.0,20.0,8.0,20.0,9.0,44.0,29.0,35.0,15.0,11.0,12.0,12.0,24.0,24.0,24.0,27.0,12.0,33.0,60.0,29.0,12.0,110.0,86.0,66.0,35.0,35.0,56.0,64.0,52.0,85.0,504.0,8.0,18.0,130.0,13.0,82.0,120.0,11.0,9.0,25.0,20.0,9.0,23.0,30.0,28.0,29.0,19.0,17.0,24.0,14.0,10.0,31.0,26.0,10.0,159.0,10.0
FL_MIA,17.0,14.0,62.0,23.0,10.0,8.0,10.0,18.0,18.0,13.0,11.0,17.0,16.0,10.0,10.0,13.0,64.0,15.0,223.0,858.0,681.0,50.0,67.0,37.0,67.0,28.0,31.0,7.0,31.0,22.0,19.0,25.0,14.0,172.0,15.0,9.0,172.0,21.0,33.0,16.0,8.0,9.0,19.0,58.0,16.0,9.0,8.0,26.0,8.0,11.0,12.0,18.0,20.0,20.0,19.0,8.0,31.0,14.0,31.0,8.0,15.0,9.0,8.0,9.0,69.0,22.0,22.0,40.0,9.0,9.0,8.0,31.0,31.0,58.0,9.0,7.0,17.0,64.0,22.0,13.0,22.0,8.0,16.0,16.0,16.0,16.0,55.0,9.0,24.0,12.0,12.0,8.0,9.0,31.0,31.0,31.0,8.0,13.0,9.0,11.0,11.0,9.0,13.0,13.0,17.0,31.0,31.0,7.0,11.0,40.0,24.0,494.0,9.0,59.0,31.0,13.0,28.0,56.0,9.0,13.0,9.0,7.0,9.0,9.0,10.0,16.0,17.0,7.0,23.0,31.0,10.0,9.0,10.0,7.0,12.0,159.0,11.0
FL_TAL,43.0,17.0,39.0,23.0,12.0,16.0,10.0,9.0,10.0,11.0,13.0,18.0,16.0,15.0,15.0,10.0,39.0,28.0,69.0,230.0,77.0,20.0,137.0,16.0,30.0,54.0,25.0,25.0,25.0,30.0,13.0,25.0,14.0,88.0,13.0,123.0,88.0,16.0,8.0,31.0,9.0,13.0,14.0,8.0,9.0,27.0,11.0,11.0,14.0,10.0,23.0,13.0,13.0,8.0,123.0,123.0,25.0,11.0,25.0,9.0,12.0,12.0,10.0,10.0,8.0,15.0,14.0,79.0,26.0,39.0,11.0,25.0,25.0,38.0,9.0,11.0,8.0,9.0,11.0,30.0,15.0,8.0,16.0,14.0,16.0,9.0,8.0,8.0,10.0,8.0,9.0,12.0,13.0,16.0,16.0,10.0,15.0,161.0,11.0,11.0,17.0,13.0,27.0,22.0,43.0,25.0,25.0,24.0,28.0,33.0,25.0,20.0,15.0,47.0,17.0,28.0,17.0,49.0,15.0,72.0,14.0,33.0,39.0,13.0,20.0,21.0,15.0,21.0,7.0,16.0,123.0,8.0,14.0,11.0,16.0,127.0,30.0
GA_ATL,151.0,108.0,209.0,122.0,31.0,22.0,20.0,31.0,18.0,25.0,50.0,47.0,13.0,18.0,47.0,49.0,12.0,50.0,182.0,708.0,316.0,106.0,955.0,80.0,254.0,189.0,10.0,8.0,35.0,9.0,29.0,139.0,107.0,12.0,17.0,49.0,22.0,28.0,26.0,42.0,54.0,55.0,9.0,10.0,176.0,65.0,86.0,69.0,67.0,41.0,16.0,81.0,18.0,62.0,42.0,17.0,16.0,27.0,11.0,18.0,14.0,25.0,34.0,46.0,74.0,8.0,7.0,318.0,100.0,197.0,135.0,7.0,9.0,17.0,31.0,21.0,51.0,9.0,8.0,32.0,26.0,19.0,17.0,37.0,17.0,29.0,73.0,70.0,115.0,58.0,26.0,41.0,8.0,8.0,11.0,8.0,67.0,19.0,69.0,61.0,62.0,9.0,170.0,159.0,206.0,143.0,17.0,175.0,99.0,155.0,207.0,13.0,61.0,54.0,217.0,47.0,189.0,198.0,11.0,56.0,24.0,30.0,29.0,65.0,51.0,84.0,61.0,43.0,19.0,10.0,10.0,18.0,21.0,18.0,27.0,17.0,17.0
